   X,    Y,    Latitude,   Longitude, HGT_201906111700
  30,   10,   49.847401,  -97.242561,    18239.240
  31,   10,   49.848977,  -97.089593,    18238.889
  32,   10,   49.850442,  -96.936620,    18238.488
  33,   10,   49.851796,  -96.783642,    18238.129
  34,   10,   49.853038,  -96.630660,    18237.801
  35,   10,   49.854168,  -96.477673,    18237.488
  36,   10,   49.855188,  -96.324683,    18237.178
  37,   10,   49.856096,  -96.171689,    18236.930
  38,   10,   49.856893,  -96.018692,    18236.689
  39,   10,   49.857578,  -95.865693,    18236.473
  40,   10,   49.858153,  -95.712691,    18236.297
  41,   10,   49.858615,  -95.559688,    18236.105
  42,   10,   49.858967,  -95.406683,    18235.961
  43,   10,   49.859207,  -95.253677,    18235.809
  44,   10,   49.859336,  -95.100671,    18235.674
   1,   11,   49.851852, -101.682094,    18254.385
   2,   11,   49.856656, -101.529278,    18256.736
   3,   11,   49.861349, -101.376445,    18260.416
   4,   11,   49.865931, -101.223596,    18263.328
   5,   11,   49.870402, -101.070731,    18262.193
   6,   11,   49.874761, -100.917851,    18260.193
   7,   11,   49.879009, -100.764955,    18257.762
   8,   11,   49.883146, -100.612045,    18255.289
   9,   11,   49.887171, -100.459121,    18253.697
  10,   11,   49.891085, -100.306182,    18253.010
  11,   11,   49.894888, -100.153230,    18252.289
  12,   11,   49.898580, -100.000265,    18251.217
  13,   11,   49.902160,  -99.847288,    18249.842
  14,   11,   49.905629,  -99.694298,    18248.617
  15,   11,   49.908986,  -99.541296,    18247.625
  16,   11,   49.912233,  -99.388282,    18246.920
  17,   11,   49.915368,  -99.235257,    18246.434
  18,   11,   49.918391,  -99.082222,    18245.992
  19,   11,   49.921304,  -98.929176,    18245.457
  20,   11,   49.924105,  -98.776120,    18244.770
  21,   11,   49.926794,  -98.623054,    18244.025
  22,   11,   49.929373,  -98.469979,    18243.232
  23,   11,   49.931840,  -98.316896,    18242.602
  24,   11,   49.934196,  -98.163803,    18242.010
  25,   11,   49.936440,  -98.010703,    18241.457
  26,   11,   49.938573,  -97.857595,    18241.018
  27,   11,   49.940595,  -97.704480,    18240.584
  28,   11,   49.942505,  -97.551358,    18240.201
  29,   11,   49.944304,  -97.398229,    18239.801
  30,   11,   49.945992,  -97.245095,    18239.408
  31,   11,   49.947568,  -97.091954,    18239.010
  32,   11,   49.949033,  -96.938808,    18238.664
  33,   11,   49.950387,  -96.785657,    18238.313
  34,   11,   49.951630,  -96.632502,    18237.984
