   X,    Y,    Latitude,   Longitude, UGRD_201906170000
  39,    7,   49.561261,  -95.862772,       -7.772
  40,    7,   49.561835,  -95.710286,       -7.397
  41,    7,   49.562297,  -95.557799,       -6.772
  42,    7,   49.562649,  -95.405311,       -5.897
  43,    7,   49.562889,  -95.252821,       -4.835
  44,    7,   49.563018,  -95.100331,       -3.897
   1,    8,   49.555872, -101.659558,       -2.585
   2,    8,   49.560673, -101.507255,       -2.585
   3,    8,   49.565363, -101.354936,       -2.522
   4,    8,   49.569942, -101.202601,       -2.397
   5,    8,   49.574410, -101.050251,       -2.272
   6,    8,   49.578766, -100.897885,       -2.210
   7,    8,   49.583011, -100.745504,       -2.272
   8,    8,   49.587145, -100.593108,       -2.460
   9,    8,   49.591168, -100.440699,       -2.772
  10,    8,   49.595080, -100.288275,       -3.022
  11,    8,   49.598880, -100.135839,       -3.085
  12,    8,   49.602569,  -99.983389,       -3.085
  13,    8,   49.606147,  -99.830927,       -3.022
  14,    8,   49.609613,  -99.678452,       -2.897
  15,    8,   49.612969,  -99.525966,       -3.210
  16,    8,   49.616213,  -99.373468,       -3.460
  17,    8,   49.619346,  -99.220959,       -3.772
  18,    8,   49.622368,  -99.068440,       -3.960
  19,    8,   49.625278,  -98.915910,       -3.960
  20,    8,   49.628077,  -98.763370,       -3.585
  21,    8,   49.630765,  -98.610821,       -3.210
  22,    8,   49.633342,  -98.458262,       -2.897
  23,    8,   49.635807,  -98.305695,       -2.897
  24,    8,   49.638162,  -98.153119,       -3.022
  25,    8,   49.640405,  -98.000536,       -3.647
  26,    8,   49.642536,  -97.847945,       -4.335
  27,    8,   49.644557,  -97.695346,       -4.960
  28,    8,   49.646466,  -97.542741,       -5.460
  29,    8,   49.648264,  -97.390129,       -5.960
  30,    8,   49.649950,  -97.237512,       -6.147
  31,    8,   49.651526,  -97.084888,       -5.772
  32,    8,   49.652990,  -96.932260,       -5.085
  33,    8,   49.654343,  -96.779626,       -6.085
  34,    8,   49.655584,  -96.626988,       -6.772
  35,    8,   49.656714,  -96.474346,       -7.210
  36,    8,   49.657733,  -96.321700,       -7.335
  37,    8,   49.658641,  -96.169050,       -7.335
