   X,    Y,    Latitude,   Longitude, HGT_201906170000
  16,    8,   49.616213,  -99.373468,      285.647
  17,    8,   49.619346,  -99.220959,      334.272
  18,    8,   49.622368,  -99.068440,      383.272
  19,    8,   49.625278,  -98.915910,      393.147
  20,    8,   49.628077,  -98.763370,      354.397
  21,    8,   49.630765,  -98.610821,      324.397
  22,    8,   49.633342,  -98.458262,      305.147
  23,    8,   49.635807,  -98.305695,      298.022
  24,    8,   49.638162,  -98.153119,      278.272
  25,    8,   49.640405,  -98.000536,      269.397
  26,    8,   49.642536,  -97.847945,      326.897
  27,    8,   49.644557,  -97.695346,      425.397
  28,    8,   49.646466,  -97.542741,      465.022
  29,    8,   49.648264,  -97.390129,      535.897
  30,    8,   49.649950,  -97.237512,      412.397
  31,    8,   49.651526,  -97.084888,      263.522
  32,    8,   49.652990,  -96.932260,      176.022
  33,    8,   49.654343,  -96.779626,      126.772
  34,    8,   49.655584,  -96.626988,      455.397
  35,    8,   49.656714,  -96.474346,      748.897
  36,    8,   49.657733,  -96.321700,      899.022
  37,    8,   49.658641,  -96.169050,      879.397
  38,    8,   49.659438,  -96.016398,      828.522
  39,    8,   49.660123,  -95.863743,      783.272
  40,    8,   49.660697,  -95.711086,      734.522
  41,    8,   49.661160,  -95.558427,      643.272
  42,    8,   49.661511,  -95.405767,      539.147
  43,    8,   49.661751,  -95.253106,      406.147
  44,    8,   49.661880,  -95.100444,      310.897
   1,    9,   49.654622, -101.667053,      690.147
   2,    9,   49.659424, -101.514580,      609.897
   3,    9,   49.664115, -101.362090,      518.397
   4,    9,   49.668695, -101.209584,      460.897
   5,    9,   49.673163, -101.057062,      351.272
   6,    9,   49.677521, -100.904525,      311.147
   7,    9,   49.681767, -100.751973,      290.397
   8,    9,   49.685902, -100.599406,      279.897
   9,    9,   49.689925, -100.446826,      274.522
  10,    9,   49.693838, -100.294231,      277.897
  11,    9,   49.697639, -100.141623,      288.022
  12,    9,   49.701329,  -99.989002,      289.147
  13,    9,   49.704908,  -99.836368,      276.272
  14,    9,   49.708375,  -99.683722,      249.272
  15,    9,   49.711731,  -99.531064,      239.522
  16,    9,   49.714976,  -99.378395,      251.772
  17,    9,   49.718110,  -99.225715,      288.022
