   X,    Y,    Latitude,   Longitude, HPBL_201906300000
   5,   12,   49.968886, -101.077589,     1549.440
   6,   12,   49.973246, -100.924536,     1549.440
   7,   12,   49.977495, -100.771468,     1552.640
   8,   12,   49.981633, -100.618386,     1754.400
   9,   12,   49.985659, -100.465289,     1556.000
  10,   12,   49.989574, -100.312178,     1233.120
  11,   12,   49.993378, -100.159054,     1233.120
  12,   12,   49.997070, -100.005916,     1102.720
  13,   12,   50.000651,  -99.852766,     1230.880
  14,   12,   50.004121,  -99.699603,      990.720
  15,   12,   50.007479,  -99.546429,      990.720
  16,   12,   50.010726,  -99.393242,      252.320
  17,   12,   50.013861,  -99.240045,      121.760
  18,   12,   50.016886,  -99.086837,      298.080
  19,   12,   50.019799,  -98.933618,      208.160
  20,   12,   50.022600,  -98.780389,      208.160
  21,   12,   50.025291,  -98.627150,      208.640
  22,   12,   50.027870,  -98.473903,      165.760
  23,   12,   50.030337,  -98.320646,      254.880
  24,   12,   50.032693,  -98.167381,      254.880
  25,   12,   50.034938,  -98.014108,       82.240
  26,   12,   50.037072,  -97.860827,       82.720
  27,   12,   50.039094,  -97.707538,      455.520
  28,   12,   50.041005,  -97.554243,     1425.280
  29,   12,   50.042804,  -97.400941,     1425.280
  30,   12,   50.044492,  -97.247634,      758.240
  31,   12,   50.046069,  -97.094320,      568.320
  32,   12,   50.047534,  -96.941001,      691.360
  33,   12,   50.048888,  -96.787677,      691.360
  34,   12,   50.050131,  -96.634349,     1424.480
  35,   12,   50.051262,  -96.481016,     2039.840
  36,   12,   50.052282,  -96.327679,     1597.920
  37,   12,   50.053191,  -96.174340,     1417.440
  38,   12,   50.053988,  -96.020997,     1417.440
  39,   12,   50.054674,  -95.867651,     1259.360
  40,   12,   50.055248,  -95.714303,     1122.240
  41,   12,   50.055711,  -95.560954,     1005.440
  42,   12,   50.056063,  -95.407603,     1005.440
  43,   12,   50.056303,  -95.254251,     1003.360
  44,   12,   50.056432,  -95.100898,      901.280
   1,   13,   50.048722, -101.697204,     1719.040
   2,   13,   50.053529, -101.544043,     1949.120
   3,   13,   50.058224, -101.390865,     1734.240
   4,   13,   50.062807, -101.237672,     1742.560
   5,   13,   50.067280, -101.084462,     1548.320
   6,   13,   50.071641, -100.931237,     1548.320
   7,   13,   50.075891, -100.777996,     1548.320
   8,   13,   50.080029, -100.624741,     1746.880
   9,   13,   50.084056, -100.471471,     1746.720
  10,   13,   50.087972, -100.318188,     1746.720
  11,   13,   50.091777, -100.164890,     1226.240
  12,   13,   50.095470, -100.011580,      985.760
  13,   13,   50.099051,  -99.858257,     1230.880
  14,   13,   50.102522,  -99.704921,      988.640
  15,   13,   50.105881,  -99.551573,      988.640
  16,   13,   50.109128,  -99.398214,      671.520
  17,   13,   50.112265,  -99.244843,      121.920
  18,   13,   50.115290,  -99.091462,      252.800
  19,   13,   50.118203,  -98.938070,      252.800
  20,   13,   50.121005,  -98.784668,      122.560
  21,   13,   50.123696,  -98.631256,      208.960
  22,   13,   50.126276,  -98.477835,       40.320
  23,   13,   50.128744,  -98.324405,      166.080
  24,   13,   50.131101,  -98.170966,      166.080
  25,   13,   50.133346,  -98.017520,       82.240
  26,   13,   50.135480,  -97.864065,       82.880
  27,   13,   50.137502,  -97.710604,     1015.680
  28,   13,   50.139414,  -97.557135,     1015.680
  29,   13,   50.141214,  -97.403660,      831.840
  30,   13,   50.142902,  -97.250178,      758.240
  31,   13,   50.144479,  -97.096691,     1425.120
  32,   13,   50.145945,  -96.943199,     1603.840
  33,   13,   50.147299,  -96.789701,     1603.840
  34,   13,   50.148542,  -96.636199,     1603.040
  35,   13,   50.149673,  -96.482693,     1807.040
  36,   13,   50.150694,  -96.329183,     1597.920
  37,   13,   50.151602,  -96.175669,     1597.920
  38,   13,   50.152400,  -96.022153,     1417.600
  39,   13,   50.153086,  -95.868634,     1259.520
  40,   13,   50.153660,  -95.715112,     1122.240
