   X,    Y,    Latitude,   Longitude, VGRD_201906102200
  23,    9,   49.734575,  -98.309420,       -0.963
  24,    9,   49.736929,  -98.156673,       -1.213
  25,    9,   49.739173,  -98.003917,       -1.338
  26,    9,   49.741305,  -97.851154,       -1.525
  27,    9,   49.743326,  -97.698384,       -2.088
  28,    9,   49.745235,  -97.545607,       -2.650
  29,    9,   49.747034,  -97.392823,       -2.963
  30,    9,   49.748721,  -97.240034,       -3.025
  31,    9,   49.750296,  -97.087238,       -2.963
  32,    9,   49.751761,  -96.934438,       -2.713
  33,    9,   49.753114,  -96.781632,       -2.650
  34,    9,   49.754356,  -96.628822,       -2.713
  35,    9,   49.755486,  -96.476008,       -2.838
  36,    9,   49.756506,  -96.323190,       -2.900
  37,    9,   49.757414,  -96.170368,       -3.088
  38,    9,   49.758210,  -96.017544,       -3.338
  39,    9,   49.758896,  -95.864717,       -3.588
  40,    9,   49.759470,  -95.711888,       -3.900
  41,    9,   49.759932,  -95.559057,       -4.150
  42,    9,   49.760284,  -95.406224,       -4.338
  43,    9,   49.760524,  -95.253391,       -4.463
  44,    9,   49.760653,  -95.100557,       -4.525
   1,   10,   49.753282, -101.674565,       -0.713
   2,   10,   49.758085, -101.521921,       -0.838
   3,   10,   49.762777, -101.369259,       -1.025
   4,   10,   49.767358, -101.216582,       -1.400
   5,   10,   49.771827, -101.063889,       -1.400
   6,   10,   49.776186, -100.911180,       -1.650
   7,   10,   49.780433, -100.758457,       -1.650
   8,   10,   49.784569, -100.605719,       -1.588
   9,   10,   49.788593, -100.452966,       -1.900
  10,   10,   49.792507, -100.300200,       -1.900
  11,   10,   49.796309, -100.147420,       -1.900
  12,   10,   49.799999,  -99.994627,       -1.838
  13,   10,   49.803579,  -99.841822,       -1.900
  14,   10,   49.807047,  -99.689004,       -1.775
  15,   10,   49.810404,  -99.536174,       -1.650
  16,   10,   49.813649,  -99.383333,       -1.525
  17,   10,   49.816784,  -99.230481,       -1.463
  18,   10,   49.819807,  -99.077617,       -1.338
  19,   10,   49.822718,  -98.924744,       -1.088
  20,   10,   49.825519,  -98.771860,       -0.963
  21,   10,   49.828208,  -98.618967,       -0.838
  22,   10,   49.830786,  -98.466065,       -0.838
  23,   10,   49.833252,  -98.313154,       -0.900
  24,   10,   49.835607,  -98.160234,       -1.088
  25,   10,   49.837851,  -98.007306,       -1.213
  26,   10,   49.839984,  -97.854371,       -1.463
  27,   10,   49.842005,  -97.701429,       -2.088
  28,   10,   49.843915,  -97.548479,       -2.588
  29,   10,   49.845714,  -97.395523,       -2.900
  30,   10,   49.847401,  -97.242561,       -3.088
  31,   10,   49.848977,  -97.089593,       -2.963
  32,   10,   49.850442,  -96.936620,       -2.650
  33,   10,   49.851796,  -96.783642,       -2.525
  34,   10,   49.853038,  -96.630660,       -2.588
  35,   10,   49.854168,  -96.477673,       -2.775
  36,   10,   49.855188,  -96.324683,       -2.838
  37,   10,   49.856096,  -96.171689,       -3.088
  38,   10,   49.856893,  -96.018692,       -3.338
  39,   10,   49.857578,  -95.865693,       -3.650
  40,   10,   49.858153,  -95.712691,       -3.900
  41,   10,   49.858615,  -95.559688,       -4.150
  42,   10,   49.858967,  -95.406683,       -4.275
  43,   10,   49.859207,  -95.253677,       -4.400
  44,   10,   49.859336,  -95.100671,       -4.525
   1,   11,   49.851852, -101.682094,       -1.338
   2,   11,   49.856656, -101.529278,       -1.400
   3,   11,   49.861349, -101.376445,       -1.525
   4,   11,   49.865931, -101.223596,       -1.650
   5,   11,   49.870402, -101.070731,       -1.713
   6,   11,   49.874761, -100.917851,       -1.838
   7,   11,   49.879009, -100.764955,       -1.838
   8,   11,   49.883146, -100.612045,       -1.775
   9,   11,   49.887171, -100.459121,       -2.025
  10,   11,   49.891085, -100.306182,       -2.275
  11,   11,   49.894888, -100.153230,       -2.088
  12,   11,   49.898580, -100.000265,       -1.775
  13,   11,   49.902160,  -99.847288,       -1.713
  14,   11,   49.905629,  -99.694298,       -1.588
  15,   11,   49.908986,  -99.541296,       -1.525
  16,   11,   49.912233,  -99.388282,       -1.525
  17,   11,   49.915368,  -99.235257,       -1.775
  18,   11,   49.918391,  -99.082222,       -1.588
  19,   11,   49.921304,  -98.929176,       -1.213
  20,   11,   49.924105,  -98.776120,       -0.963
  21,   11,   49.926794,  -98.623054,       -0.775
  22,   11,   49.929373,  -98.469979,       -0.713
  23,   11,   49.931840,  -98.316896,       -0.713
  24,   11,   49.934196,  -98.163803,       -0.963
  25,   11,   49.936440,  -98.010703,       -1.150
  26,   11,   49.938573,  -97.857595,       -1.338
  27,   11,   49.940595,  -97.704480,       -2.088
  28,   11,   49.942505,  -97.551358,       -2.463
  29,   11,   49.944304,  -97.398229,       -2.775
  30,   11,   49.945992,  -97.245095,       -2.900
  31,   11,   49.947568,  -97.091954,       -2.838
  32,   11,   49.949033,  -96.938808,       -2.588
  33,   11,   49.950387,  -96.785657,       -2.400
  34,   11,   49.951630,  -96.632502,       -2.400
  35,   11,   49.952761,  -96.479343,       -2.650
  36,   11,   49.953780,  -96.326179,       -2.838
  37,   11,   49.954689,  -96.173013,       -3.150
  38,   11,   49.955486,  -96.019843,       -3.463
  39,   11,   49.956171,  -95.866671,       -3.713
  40,   11,   49.956746,  -95.713496,       -3.963
  41,   11,   49.957209,  -95.560320,       -4.150
  42,   11,   49.957560,  -95.407142,       -4.275
  43,   11,   49.957800,  -95.253964,       -4.338
  44,   11,   49.957929,  -95.100784,       -4.400
   1,   12,   49.950332, -101.689641,       -1.775
   2,   12,   49.955138, -101.536652,       -1.775
   3,   12,   49.959832, -101.383647,       -1.775
   4,   12,   49.964415, -101.230626,       -1.775
   5,   12,   49.968886, -101.077589,       -1.838
   6,   12,   49.973246, -100.924536,       -1.838
   7,   12,   49.977495, -100.771468,       -1.775
   8,   12,   49.981633, -100.618386,       -1.900
   9,   12,   49.985659, -100.465289,       -2.150
  10,   12,   49.989574, -100.312178,       -2.275
  11,   12,   49.993378, -100.159054,       -2.150
  12,   12,   49.997070, -100.005916,       -1.713
  13,   12,   50.000651,  -99.852766,       -1.650
  14,   12,   50.004121,  -99.699603,       -1.525
  15,   12,   50.007479,  -99.546429,       -1.588
  16,   12,   50.010726,  -99.393242,       -1.713
  17,   12,   50.013861,  -99.240045,       -1.525
  18,   12,   50.016886,  -99.086837,       -1.400
  19,   12,   50.019799,  -98.933618,       -1.213
  20,   12,   50.022600,  -98.780389,       -1.025
  21,   12,   50.025291,  -98.627150,       -0.650
  22,   12,   50.027870,  -98.473903,       -0.525
  23,   12,   50.030337,  -98.320646,       -0.588
  24,   12,   50.032693,  -98.167381,       -0.588
  25,   12,   50.034938,  -98.014108,       -0.650
  26,   12,   50.037072,  -97.860827,       -1.400
  27,   12,   50.039094,  -97.707538,       -1.963
  28,   12,   50.041005,  -97.554243,       -2.525
  29,   12,   50.042804,  -97.400941,       -2.775
  30,   12,   50.044492,  -97.247634,       -2.713
  31,   12,   50.046069,  -97.094320,       -2.650
  32,   12,   50.047534,  -96.941001,       -2.463
  33,   12,   50.048888,  -96.787677,       -2.275
  34,   12,   50.050131,  -96.634349,       -2.275
  35,   12,   50.051262,  -96.481016,       -2.588
  36,   12,   50.052282,  -96.327679,       -2.838
  37,   12,   50.053191,  -96.174340,       -3.150
  38,   12,   50.053988,  -96.020997,       -3.463
  39,   12,   50.054674,  -95.867651,       -3.775
  40,   12,   50.055248,  -95.714303,       -3.963
  41,   12,   50.055711,  -95.560954,       -4.088
  42,   12,   50.056063,  -95.407603,       -4.150
  43,   12,   50.056303,  -95.254251,       -4.275
  44,   12,   50.056432,  -95.100898,       -4.338
   1,   13,   50.048722, -101.697204,       -1.900
   2,   13,   50.053529, -101.544043,       -1.900
   3,   13,   50.058224, -101.390865,       -1.900
   4,   13,   50.062807, -101.237672,       -1.900
   5,   13,   50.067280, -101.084462,       -1.838
   6,   13,   50.071641, -100.931237,       -1.775
   7,   13,   50.075891, -100.777996,       -1.838
   8,   13,   50.080029, -100.624741,       -2.025
   9,   13,   50.084056, -100.471471,       -2.213
  10,   13,   50.087972, -100.318188,       -2.213
  11,   13,   50.091777, -100.164890,       -2.088
  12,   13,   50.095470, -100.011580,       -1.775
  13,   13,   50.099051,  -99.858257,       -1.650
  14,   13,   50.102522,  -99.704921,       -1.650
  15,   13,   50.105881,  -99.551573,       -1.713
  16,   13,   50.109128,  -99.398214,       -1.588
  17,   13,   50.112265,  -99.244843,       -1.338
  18,   13,   50.115290,  -99.091462,       -1.213
  19,   13,   50.118203,  -98.938070,       -1.088
  20,   13,   50.121005,  -98.784668,       -0.900
  21,   13,   50.123696,  -98.631256,       -0.463
  22,   13,   50.126276,  -98.477835,       -0.275
  23,   13,   50.128744,  -98.324405,       -0.088
  24,   13,   50.131101,  -98.170966,        0.100
  25,   13,   50.133346,  -98.017520,       -0.088
  26,   13,   50.135480,  -97.864065,       -1.025
  27,   13,   50.137502,  -97.710604,       -2.025
  28,   13,   50.139414,  -97.557135,       -2.650
  29,   13,   50.141214,  -97.403660,       -2.775
  30,   13,   50.142902,  -97.250178,       -2.463
  31,   13,   50.144479,  -97.096691,       -2.400
  32,   13,   50.145945,  -96.943199,       -2.213
  33,   13,   50.147299,  -96.789701,       -2.088
