   X,    Y,    Latitude,   Longitude, UGRD_201908060000
  44,    7,   49.563018,  -95.100331,        6.695
   1,    8,   49.555872, -101.659558,        5.008
   2,    8,   49.560673, -101.507255,        5.008
   3,    8,   49.565363, -101.354936,        5.008
   4,    8,   49.569942, -101.202601,        5.008
   5,    8,   49.574410, -101.050251,        5.008
   6,    8,   49.578766, -100.897885,        4.945
   7,    8,   49.583011, -100.745504,        5.070
   8,    8,   49.587145, -100.593108,        5.070
   9,    8,   49.591168, -100.440699,        4.883
  10,    8,   49.595080, -100.288275,        4.758
  11,    8,   49.598880, -100.135839,        4.570
  12,    8,   49.602569,  -99.983389,        4.570
  13,    8,   49.606147,  -99.830927,        4.695
  14,    8,   49.609613,  -99.678452,        4.945
  15,    8,   49.612969,  -99.525966,        5.008
  16,    8,   49.616213,  -99.373468,        4.445
  17,    8,   49.619346,  -99.220959,        3.258
  18,    8,   49.622368,  -99.068440,        1.695
  19,    8,   49.625278,  -98.915910,        0.570
  20,    8,   49.628077,  -98.763370,        0.195
  21,    8,   49.630765,  -98.610821,        0.258
  22,    8,   49.633342,  -98.458262,        0.633
  23,    8,   49.635807,  -98.305695,        0.883
  24,    8,   49.638162,  -98.153119,        0.883
  25,    8,   49.640405,  -98.000536,        1.320
  26,    8,   49.642536,  -97.847945,        2.070
  27,    8,   49.644557,  -97.695346,        3.008
  28,    8,   49.646466,  -97.542741,        3.883
  29,    8,   49.648264,  -97.390129,        5.008
  30,    8,   49.649950,  -97.237512,        5.570
  31,    8,   49.651526,  -97.084888,        5.820
  32,    8,   49.652990,  -96.932260,        5.883
  33,    8,   49.654343,  -96.779626,        5.758
  34,    8,   49.655584,  -96.626988,        5.695
  35,    8,   49.656714,  -96.474346,        5.633
  36,    8,   49.657733,  -96.321700,        5.633
  37,    8,   49.658641,  -96.169050,        5.695
  38,    8,   49.659438,  -96.016398,        5.820
  39,    8,   49.660123,  -95.863743,        6.008
  40,    8,   49.660697,  -95.711086,        6.258
  41,    8,   49.661160,  -95.558427,        6.570
  42,    8,   49.661511,  -95.405767,        6.945
  43,    8,   49.661751,  -95.253106,        6.945
  44,    8,   49.661880,  -95.100444,        6.883
   1,    9,   49.654622, -101.667053,        5.008
   2,    9,   49.659424, -101.514580,        5.133
   3,    9,   49.664115, -101.362090,        5.133
   4,    9,   49.668695, -101.209584,        5.070
   5,    9,   49.673163, -101.057062,        4.633
   6,    9,   49.677521, -100.904525,        4.695
   7,    9,   49.681767, -100.751973,        5.070
   8,    9,   49.685902, -100.599406,        5.383
   9,    9,   49.689925, -100.446826,        5.320
  10,    9,   49.693838, -100.294231,        5.008
  11,    9,   49.697639, -100.141623,        4.945
  12,    9,   49.701329,  -99.989002,        5.195
  13,    9,   49.704908,  -99.836368,        5.570
  14,    9,   49.708375,  -99.683722,        5.508
  15,    9,   49.711731,  -99.531064,        5.195
  16,    9,   49.714976,  -99.378395,        4.070
  17,    9,   49.718110,  -99.225715,        2.133
  18,    9,   49.721132,  -99.073023,       -0.117
  19,    9,   49.724043,  -98.920322,       -0.930
  20,    9,   49.726843,  -98.767610,       -0.992
  21,    9,   49.729531,  -98.614889,       -0.680
  22,    9,   49.732109,  -98.462159,       -0.242
  23,    9,   49.734575,  -98.309420,       -0.242
  24,    9,   49.736929,  -98.156673,        0.320
  25,    9,   49.739173,  -98.003917,        1.195
  26,    9,   49.741305,  -97.851154,        2.195
  27,    9,   49.743326,  -97.698384,        3.383
  28,    9,   49.745235,  -97.545607,        4.445
  29,    9,   49.747034,  -97.392823,        5.320
  30,    9,   49.748721,  -97.240034,        5.695
  31,    9,   49.750296,  -97.087238,        5.633
  32,    9,   49.751761,  -96.934438,        5.570
  33,    9,   49.753114,  -96.781632,        5.508
  34,    9,   49.754356,  -96.628822,        5.445
  35,    9,   49.755486,  -96.476008,        5.445
  36,    9,   49.756506,  -96.323190,        5.445
  37,    9,   49.757414,  -96.170368,        5.570
  38,    9,   49.758210,  -96.017544,        5.758
  39,    9,   49.758896,  -95.864717,        6.008
  40,    9,   49.759470,  -95.711888,        6.383
  41,    9,   49.759932,  -95.559057,        6.633
  42,    9,   49.760284,  -95.406224,        6.883
  43,    9,   49.760524,  -95.253391,        7.070
  44,    9,   49.760653,  -95.100557,        7.133
   1,   10,   49.753282, -101.674565,        4.883
   2,   10,   49.758085, -101.521921,        4.945
   3,   10,   49.762777, -101.369259,        4.883
   4,   10,   49.767358, -101.216582,        4.758
   5,   10,   49.771827, -101.063889,        4.695
   6,   10,   49.776186, -100.911180,        5.133
   7,   10,   49.780433, -100.758457,        5.508
   8,   10,   49.784569, -100.605719,        5.758
   9,   10,   49.788593, -100.452966,        5.883
  10,   10,   49.792507, -100.300200,        5.633
  11,   10,   49.796309, -100.147420,        5.570
  12,   10,   49.799999,  -99.994627,        5.570
  13,   10,   49.803579,  -99.841822,        5.383
  14,   10,   49.807047,  -99.689004,        5.320
  15,   10,   49.810404,  -99.536174,        4.695
  16,   10,   49.813649,  -99.383333,        3.195
  17,   10,   49.816784,  -99.230481,        1.008
  18,   10,   49.819807,  -99.077617,       -1.180
  19,   10,   49.822718,  -98.924744,       -1.555
  20,   10,   49.825519,  -98.771860,       -1.555
  21,   10,   49.828208,  -98.618967,       -1.430
  22,   10,   49.830786,  -98.466065,       -1.117
  23,   10,   49.833252,  -98.313154,       -0.742
  24,   10,   49.835607,  -98.160234,        0.133
  25,   10,   49.837851,  -98.007306,        1.320
  26,   10,   49.839984,  -97.854371,        2.570
  27,   10,   49.842005,  -97.701429,        3.883
  28,   10,   49.843915,  -97.548479,        4.758
  29,   10,   49.845714,  -97.395523,        5.320
  30,   10,   49.847401,  -97.242561,        5.570
  31,   10,   49.848977,  -97.089593,        5.508
  32,   10,   49.850442,  -96.936620,        5.383
  33,   10,   49.851796,  -96.783642,        5.320
  34,   10,   49.853038,  -96.630660,        5.195
  35,   10,   49.854168,  -96.477673,        5.133
  36,   10,   49.855188,  -96.324683,        5.133
  37,   10,   49.856096,  -96.171689,        5.258
  38,   10,   49.856893,  -96.018692,        5.445
  39,   10,   49.857578,  -95.865693,        5.883
  40,   10,   49.858153,  -95.712691,        6.508
  41,   10,   49.858615,  -95.559688,        6.570
  42,   10,   49.858967,  -95.406683,        6.883
  43,   10,   49.859207,  -95.253677,        7.133
  44,   10,   49.859336,  -95.100671,        7.258
   1,   11,   49.851852, -101.682094,        4.695
   2,   11,   49.856656, -101.529278,        4.695
   3,   11,   49.861349, -101.376445,        4.695
   4,   11,   49.865931, -101.223596,        4.695
   5,   11,   49.870402, -101.070731,        4.820
   6,   11,   49.874761, -100.917851,        5.070
   7,   11,   49.879009, -100.764955,        5.383
   8,   11,   49.883146, -100.612045,        5.883
   9,   11,   49.887171, -100.459121,        5.883
  10,   11,   49.891085, -100.306182,        5.883
  11,   11,   49.894888, -100.153230,        5.758
  12,   11,   49.898580, -100.000265,        5.508
  13,   11,   49.902160,  -99.847288,        5.133
  14,   11,   49.905629,  -99.694298,        4.758
  15,   11,   49.908986,  -99.541296,        4.008
  16,   11,   49.912233,  -99.388282,        2.445
  17,   11,   49.915368,  -99.235257,        0.070
  18,   11,   49.918391,  -99.082222,       -1.367
  19,   11,   49.921304,  -98.929176,       -1.492
  20,   11,   49.924105,  -98.776120,       -1.555
  21,   11,   49.926794,  -98.623054,       -1.555
  22,   11,   49.929373,  -98.469979,       -1.430
  23,   11,   49.931840,  -98.316896,       -0.492
  24,   11,   49.934196,  -98.163803,        0.570
  25,   11,   49.936440,  -98.010703,        1.820
  26,   11,   49.938573,  -97.857595,        3.320
  27,   11,   49.940595,  -97.704480,        4.383
  28,   11,   49.942505,  -97.551358,        5.008
  29,   11,   49.944304,  -97.398229,        5.258
  30,   11,   49.945992,  -97.245095,        5.320
  31,   11,   49.947568,  -97.091954,        5.195
  32,   11,   49.949033,  -96.938808,        5.133
  33,   11,   49.950387,  -96.785657,        5.008
  34,   11,   49.951630,  -96.632502,        4.820
  35,   11,   49.952761,  -96.479343,        4.633
  36,   11,   49.953780,  -96.326179,        4.758
  37,   11,   49.954689,  -96.173013,        5.195
  38,   11,   49.955486,  -96.019843,        5.633
  39,   11,   49.956171,  -95.866671,        6.008
  40,   11,   49.956746,  -95.713496,        6.383
  41,   11,   49.957209,  -95.560320,        6.758
  42,   11,   49.957560,  -95.407142,        7.070
  43,   11,   49.957800,  -95.253964,        7.195
  44,   11,   49.957929,  -95.100784,        7.195
   1,   12,   49.950332, -101.689641,        4.633
   2,   12,   49.955138, -101.536652,        4.633
   3,   12,   49.959832, -101.383647,        4.633
   4,   12,   49.964415, -101.230626,        4.695
   5,   12,   49.968886, -101.077589,        4.883
   6,   12,   49.973246, -100.924536,        5.133
   7,   12,   49.977495, -100.771468,        5.383
   8,   12,   49.981633, -100.618386,        5.508
   9,   12,   49.985659, -100.465289,        5.570
  10,   12,   49.989574, -100.312178,        5.570
  11,   12,   49.993378, -100.159054,        5.508
  12,   12,   49.997070, -100.005916,        5.258
  13,   12,   50.000651,  -99.852766,        4.945
  14,   12,   50.004121,  -99.699603,        4.320
  15,   12,   50.007479,  -99.546429,        3.320
  16,   12,   50.010726,  -99.393242,        1.758
  17,   12,   50.013861,  -99.240045,       -0.555
  18,   12,   50.016886,  -99.086837,       -0.867
  19,   12,   50.019799,  -98.933618,       -0.805
  20,   12,   50.022600,  -98.780389,       -0.742
  21,   12,   50.025291,  -98.627150,       -0.930
  22,   12,   50.027870,  -98.473903,       -1.180
  23,   12,   50.030337,  -98.320646,       -0.242
  24,   12,   50.032693,  -98.167381,        1.070
  25,   12,   50.034938,  -98.014108,        2.445
  26,   12,   50.037072,  -97.860827,        3.883
  27,   12,   50.039094,  -97.707538,        4.633
  28,   12,   50.041005,  -97.554243,        5.008
  29,   12,   50.042804,  -97.400941,        5.133
  30,   12,   50.044492,  -97.247634,        5.070
  31,   12,   50.046069,  -97.094320,        4.945
  32,   12,   50.047534,  -96.941001,        4.758
  33,   12,   50.048888,  -96.787677,        4.445
  34,   12,   50.050131,  -96.634349,        4.070
  35,   12,   50.051262,  -96.481016,        4.070
  36,   12,   50.052282,  -96.327679,        4.383
  37,   12,   50.053191,  -96.174340,        4.945
  38,   12,   50.053988,  -96.020997,        5.508
  39,   12,   50.054674,  -95.867651,        5.820
  40,   12,   50.055248,  -95.714303,        6.195
  41,   12,   50.055711,  -95.560954,        6.695
  42,   12,   50.056063,  -95.407603,        7.070
  43,   12,   50.056303,  -95.254251,        7.133
  44,   12,   50.056432,  -95.100898,        7.070
   1,   13,   50.048722, -101.697204,        4.570
   2,   13,   50.053529, -101.544043,        4.570
   3,   13,   50.058224, -101.390865,        4.633
   4,   13,   50.062807, -101.237672,        4.820
   5,   13,   50.067280, -101.084462,        4.883
   6,   13,   50.071641, -100.931237,        5.008
