   X,    Y,    Latitude,   Longitude, HPBL_201907120000
  22,   11,   49.929373,  -98.469979,      749.920
  23,   11,   49.931840,  -98.316896,     1587.360
  24,   11,   49.934196,  -98.163803,     2020.960
  25,   11,   49.936440,  -98.010703,     2020.960
  26,   11,   49.938573,  -97.857595,     2023.040
  27,   11,   49.940595,  -97.704480,     2023.360
  28,   11,   49.942505,  -97.551358,      452.960
  29,   11,   49.944304,  -97.398229,      303.840
  30,   11,   49.945992,  -97.245095,     1786.880
  31,   11,   49.947568,  -97.091954,     2015.040
  32,   11,   49.949033,  -96.938808,     2013.280
  33,   11,   49.950387,  -96.785657,     2270.080
  34,   11,   49.951630,  -96.632502,     2270.080
  35,   11,   49.952761,  -96.479343,     2267.680
  36,   11,   49.953780,  -96.326179,     2006.720
  37,   11,   49.954689,  -96.173013,     2004.000
  38,   11,   49.955486,  -96.019843,     2004.000
  39,   11,   49.956171,  -95.866671,     2001.120
  40,   11,   49.956746,  -95.713496,     1997.120
  41,   11,   49.957209,  -95.560320,     1992.160
  42,   11,   49.957560,  -95.407142,     1987.040
  43,   11,   49.957800,  -95.253964,     1987.040
  44,   11,   49.957929,  -95.100784,     1984.160
   1,   12,   49.950332, -101.689641,     2800.800
   2,   12,   49.955138, -101.536652,     2800.800
   3,   12,   49.959832, -101.383647,     2812.480
   4,   12,   49.964415, -101.230626,      444.960
   5,   12,   49.968886, -101.077589,      613.280
   6,   12,   49.973246, -100.924536,      613.280
   7,   12,   49.977495, -100.771468,      814.240
   8,   12,   49.981633, -100.618386,      498.880
   9,   12,   49.985659, -100.465289,      498.400
  10,   12,   49.989574, -100.312178,      498.080
  11,   12,   49.993378, -100.159054,      498.080
  12,   12,   49.997070, -100.005916,      612.480
  13,   12,   50.000651,  -99.852766,     1386.720
  14,   12,   50.004121,  -99.699603,     1392.000
  15,   12,   50.007479,  -99.546429,     1392.000
  16,   12,   50.010726,  -99.393242,      396.000
  17,   12,   50.013861,  -99.240045,      501.120
  18,   12,   50.016886,  -99.086837,      617.920
  19,   12,   50.019799,  -98.933618,      681.920
  20,   12,   50.022600,  -98.780389,      681.920
  21,   12,   50.025291,  -98.627150,      561.120
  22,   12,   50.027870,  -98.473903,     1123.840
  23,   12,   50.030337,  -98.320646,     1792.000
  24,   12,   50.032693,  -98.167381,     1792.000
  25,   12,   50.034938,  -98.014108,     1792.320
  26,   12,   50.037072,  -97.860827,     2021.920
  27,   12,   50.039094,  -97.707538,      168.320
  28,   12,   50.041005,  -97.554243,      303.840
  29,   12,   50.042804,  -97.400941,      303.840
  30,   12,   50.044492,  -97.247634,     1580.480
  31,   12,   50.046069,  -97.094320,     1782.880
  32,   12,   50.047534,  -96.941001,     2013.120
  33,   12,   50.048888,  -96.787677,     2013.120
  34,   12,   50.050131,  -96.634349,     2270.880
  35,   12,   50.051262,  -96.481016,     2268.320
  36,   12,   50.052282,  -96.327679,     2007.040
  37,   12,   50.053191,  -96.174340,     2004.320
  38,   12,   50.053988,  -96.020997,     2004.320
  39,   12,   50.054674,  -95.867651,     2259.360
  40,   12,   50.055248,  -95.714303,     2254.720
  41,   12,   50.055711,  -95.560954,     2249.120
  42,   12,   50.056063,  -95.407603,     2249.120
  43,   12,   50.056303,  -95.254251,     2244.160
  44,   12,   50.056432,  -95.100898,     1984.160
   1,   13,   50.048722, -101.697204,      439.200
   2,   13,   50.053529, -101.544043,      666.560
   3,   13,   50.058224, -101.390865,      442.880
   4,   13,   50.062807, -101.237672,      444.960
   5,   13,   50.067280, -101.084462,      444.960
   6,   13,   50.071641, -100.931237,      444.960
   7,   13,   50.075891, -100.777996,      991.520
   8,   13,   50.080029, -100.624741,     1555.360
   9,   13,   50.084056, -100.471471,     2226.720
  10,   13,   50.087972, -100.318188,     2226.720
  11,   13,   50.091777, -100.164890,     2224.960
  12,   13,   50.095470, -100.011580,     1554.240
  13,   13,   50.099051,  -99.858257,     1386.720
  14,   13,   50.102522,  -99.704921,      393.760
  15,   13,   50.105881,  -99.551573,      393.760
  16,   13,   50.109128,  -99.398214,      396.160
  17,   13,   50.112265,  -99.244843,      502.400
  18,   13,   50.115290,  -99.091462,      560.480
  19,   13,   50.118203,  -98.938070,      560.480
  20,   13,   50.121005,  -98.784668,      620.800
  21,   13,   50.123696,  -98.631256,      824.800
  22,   13,   50.126276,  -98.477835,     1413.120
  23,   13,   50.128744,  -98.324405,     1792.960
  24,   13,   50.131101,  -98.170966,     1792.960
  25,   13,   50.133346,  -98.017520,     2020.960
  26,   13,   50.135480,  -97.864065,      303.360
  27,   13,   50.137502,  -97.710604,      167.680
  28,   13,   50.139414,  -97.557135,      167.680
  29,   13,   50.141214,  -97.403660,     1405.600
  30,   13,   50.142902,  -97.250178,     1580.480
  31,   13,   50.144479,  -97.096691,     1781.920
  32,   13,   50.145945,  -96.943199,     2014.080
  33,   13,   50.147299,  -96.789701,     2014.080
  34,   13,   50.148542,  -96.636199,     2272.480
